id	symbol	pval|float	pval_adj|float	log2FC|float	HGNC.symbol	mean1|float	cells1|int	mean2|float	cells2|int	mean_diff|float	zscore|float
Zbtb18	Zbtb18	2.01870E-02	0.034647197622271	0.810601702410639	ZBTB18	0.200688336525098	11	0.114421254818366	831	0.086267081706732	2.32285315703624
Fcgrt	Fcgrt	2.01927E-02	0.034647197622271	0.799769571162678	NA	0.303219601435212	17	0.174181746964135	1119	0.129037854471077	2.32274732373378
Pdcd6	Pdcd6	2.03253E-02	0.0348548621742666	0.617502782001528	PDCD6	0.410241192431137	20	0.267394460586962	1822	0.142846731844175	2.32028839260645
Lsm4	Lsm4	2.03890E-02	0.0349442443092687	1.07940344740116	LSM4	0.11928812380533	8	0.0564500580480561	459	0.0628380657572736	2.31911215683682
Slc35b2	Slc35b2	2.04457E-02	0.0350216571587197	0.963074748293131	SLC35B2	0.139971297310012	9	0.0718000258389399	588	0.0681712714710719	2.31806660820547
Msl3	Msl3	2.05092E-02	0.0351105401243687	0.774790526678596	MSL3	0.238416200975487	14	0.139347946968003	1038	0.099068254007484	2.31689966279647
Rbm27	Rbm27	2.05665E-02	0.0351886504996688	0.85798789769844	RBM27	0.275956334558051	16	0.152251042344169	1087	0.123705292213882	2.31585004728126
Tbc1d15	Tbc1d15	2.05982E-02	0.0352229958564357	0.833060093419647	TBC1D15	0.20198054220231	12	0.113379218037101	876	0.0886013241652084	2.3152697327645
Kpnb1	Kpnb1	2.07317E-02	0.0354312152260689	0.662807391912862	KPNB1	0.517090757393302	25	0.326619318903287	2016	0.190471438490014	2.31283608099593
Ptpa	Ptpa	2.08392E-02	0.0355949847476063	0.810308526938082	PTPA	0.263517526774602	15	0.150273476412622	1116	0.113244050361979	2.31088431564494
Mthfs	Mthfs	2.10578E-02	0.0359479944328012	1.15738822825474	MTHFS	0.104262151655644	7	0.0467431644140569	397	0.0575189872415867	2.30694654355582
Adipor1	Adipor1	2.11159E-02	0.0360094985414308	0.521188691765961	ADIPOR1	0.825177276232601	28	0.574981445336018	3100	0.250195830896583	2.30590563642472
Spg11	Spg11	2.11176E-02	0.0360094985414308	1.2645261325801	SPG11	0.132293625340537	8	0.0550653776058874	430	0.0772282477346492	2.30587466756033
Chfr	Chfr	2.13225E-02	0.0363382620930048	1.25516132115498	CHFR	0.157513993693401	9	0.0659899707574652	515	0.0915240229359358	2.3022256300535
Rock1	Rock1	2.14810E-02	0.0365879103006364	0.543290862899215	ROCK1	1.32922776051982	45	0.912121214203652	3966	0.417106546316172	2.29942118197958
AI413582	AI413582	2.15064E-02	0.0366104923539707	1.0262810656279	SMIM29	0.109569472067845	9	0.053795776968932	439	0.055773695098913	2.29897436522131
Ep400	Ep400	2.15360E-02	0.0366402360247905	0.820255454338967	EP400	0.354484960892812	18	0.200759598749027	1387	0.153725362143786	2.29845370213807
Nrbp1	Nrbp1	2.15627E-02	0.03665270547645	0.783265123587789	NRBP1	0.264877350528766	16	0.153907054593595	1078	0.110970295935172	2.29798406230433
Polr1a	Polr1a	2.15675E-02	0.03665270547645	1.28688047150894	POLR1A	0.111749752379501	7	0.0457991003128865	374	0.0659506520666145	2.29789892676149
Ggh	Ggh	2.18976E-02	0.0371915535972435	1.00989522507943	GGH	0.166616863292759	10	0.0827389869291155	617	0.0838778763636439	2.29213857594379
Slc7a5	Slc7a5	2.19092E-02	0.0371915535972435	1.19817719831405	SLC7A5	0.0666469289409034	5	0.0290464368885028	241	0.0376004920524007	2.29193825957201
Plau	Plau	2.20447E-02	0.0374005254495611	1.74888017164565	PLAU	0.0594630943592953	5	0.0176922111927973	113	0.041770883166498	2.28959727093158
Card6	Card6	2.23682E-02	0.0379281270808465	1.22952569108377	CARD6	0.11928812380533	6	0.0508713302740874	382	0.0684167935312423	2.28405682894192
Fchsd2	Fchsd2	2.23973E-02	0.0379561807458825	0.735349315196148	FCHSD2	0.258236258572299	14	0.15511543663946	1104	0.103120821932839	2.28356202860515
C1d	C1d	2.25084E-02	0.0381231561479949	0.851403101736246	C1D	0.290782233015308	17	0.1611647264183	1204	0.129617506597008	2.28167702462199
Rbm5	Rbm5	2.28239E-02	0.0386359084984319	0.663191062509803	RBM5	0.663546346503757	27	0.419016244027216	2347	0.24453010247654	2.27636916735145
Med13	Med13	2.30124E-02	0.0389332185030255	0.683764894822504	MED13	0.452689061423493	20	0.28181639636279	1816	0.170872665060703	2.27322826233208
Irf9	Irf9	2.31761E-02	0.0391882018005261	0.764044928313471	IRF9	0.35037534454007	19	0.206316088906487	1316	0.144059255633583	2.27051924680982
Trim34a	Trim34a	2.32068E-02	0.0392181175994333	1.49564025914499	TRIM6-TRIM34	0.106432003196057	7	0.0377432814432088	284	0.0686887217528479	2.2700136660266
Mfsd5	Mfsd5	2.33616E-02	0.0394577622427575	0.896454135002385	MFSD5	0.201731707507425	14	0.108371374120597	814	0.0933603333868284	2.26746877931881
Rps13-ps2	Rps13-ps2	2.34807E-02	0.0396249944933651	1.3479705521366	NA	0.0790407692549612	6	0.031050713841439	265	0.0479900554135222	2.26552163136718
Kmt2c	Kmt2c	2.34868E-02	0.0396249944933651	0.698377606724156	KMT2C	0.485243052933169	21	0.299038233487069	1814	0.1862048194461	2.26542168414215
Add1	Add1	2.35077E-02	0.0396339398695293	0.591156526417669	ADD1	0.582316642924543	26	0.386547933690806	2192	0.195768709233736	2.26508108498021
Gfod1	Gfod1	2.35183E-02	0.0396339398695293	1.34799640042214	GFOD1	0.0790407692549612	6	0.0310501575211463	202	0.0479906117338149	2.26490807179102
Jak2	Jak2	2.36140E-02	0.0397730316006751	0.801087793282903	JAK2	0.278198893247392	15	0.1596628741783	1183	0.118536019069092	2.26335190722482
Tufm	Tufm	2.36924E-02	0.0398827915684317	1.1686081206905	TUFM	0.086357352941934	6	0.0384160956646125	322	0.0479412572773215	2.26208170279572
Tiparp	Tiparp	2.39614E-02	0.0403132650207042	0.771517456109146	TIPARP	0.350654957896977	18	0.20541402253998	1415	0.145240935356998	2.25774751418384
Nmt1	Nmt1	2.42295E-02	0.0407416475989736	0.536357006820284	NMT1	0.484035789648074	26	0.333747427722286	2120	0.150288361925788	2.25347055054935
Bmyc	Bmyc	2.43226E-02	0.0408755400961716	1.04584443183689	NA	0.141974855323043	9	0.0687671285113818	520	0.0732077268116615	2.25199424929776
Rpl41	Rpl41	2.46181E-02	0.041349126761919	0.321521465270656	NA	2.27842401856118	56	1.82325303390938	5661	0.4551709846518	2.24734310316855
Apoe	Apoe	2.46947E-02	0.0414547670770407	0.462637390649744	APOE	1.44339947724606	35	1.04741505509413	3975	0.395984422151934	2.24614522256188
Pld2	Pld2	2.50838E-02	0.0420846369661864	1.02349901767218	PLD2	0.130073055924569	10	0.0639857756286931	511	0.0660872802958758	2.2401091931801
Ier2	Ier2	2.51713E-02	0.0422080507975966	0.611101623236961	IER2	0.560012965888363	21	0.366638580904318	1940	0.193374384984046	2.23876291173727
Rbm15	Rbm15	2.52212E-02	0.0422681667078901	1.13257710564853	RBM15	0.124667662257952	8	0.0568609530367986	438	0.0678067092211532	2.23799823005648
Cbfa2t3	Cbfa2t3	2.53781E-02	0.0425076775864611	1.01178338556464	CBFA2T3	0.437313659933866	19	0.216878197449454	955	0.220435462484412	2.23559766901672
Enoph1	Enoph1	2.54531E-02	0.0426095627055091	1.06370328295354	ENOPH1	0.096824979694626	8	0.046321308599818	380	0.0505036710948079	2.23445650783441
Cox16	Cox16	2.54937E-02	0.0426539424681134	0.796654697745299	COX16	0.188174618158359	11	0.108328837642168	862	0.0798457805161906	2.23383909516754
Rps17	Rps17	2.56427E-02	0.0428795245651555	0.316204304149862	NA	2.96514887399747	57	2.38154900816026	5968	0.583599865837211	2.23158106209274
Zfp825	Zfp825	2.57769E-02	0.0430801484154876	1.20080203174764	NA	0.0915786190566598	6	0.0398397550879102	328	0.0517388639687496	2.22955677471654
Dgkz	Dgkz	2.58802E-02	0.0432087444070216	0.895145264506037	DGKZ	0.180172298291006	10	0.096877393018814	680	0.0832949052721916	2.22800439627679
Nipsnap3b	Nipsnap3b	2.58824E-02	0.0432087444070216	0.973997819070432	NIPSNAP3A	0.224191777696439	14	0.114134547517373	900	0.110057230179065	2.22797180847724
Nol6	Nol6	2.59867E-02	0.0433588635108679	0.805592387368184	NOL6	0.177857832809166	13	0.101757287878523	768	0.0761005449306432	2.22641119816928
Bicral	Bicral	2.61797E-02	0.0436569570151521	0.913656132285298	BICRAL	0.238416200975487	13	0.126560406749301	914	0.111855794226186	2.22353505748983
Snx3	Snx3	2.63621E-02	0.0439368070293277	0.380849879662616	SNX3	1.32870176253505	46	1.02042308123446	4380	0.308278681300594	2.22083580925096
Zfp688	Zfp688	2.64283E-02	0.0440228566753772	1.36562007931911	ZNF688	0.0738794744965613	5	0.028670230931532	226	0.0452092435650293	2.2198600808431
R3hdm4	R3hdm4	2.64521E-02	0.0440382243897903	0.495483723015458	R3HDM4	1.08547989431366	35	0.769956732318162	3745	0.315523161995494	2.21950995355109
Ap1b1	Ap1b1	2.64778E-02	0.0440568995619607	0.824410743677505	AP1B1	0.213562259438999	12	0.120601343076462	943	0.0929609163625377	2.2191307215253
Mpi	Mpi	2.65084E-02	0.0440835459939612	1.16934462518997	MPI	0.0666469289409034	5	0.029632775765253	248	0.0370141531756504	2.21868121518029
Zfp91	Zfp91	2.65599E-02	0.044144874206403	0.691004131914786	ZFP91	0.496724452253176	23	0.307682339204437	1985	0.189042113048739	2.21792581154813
Mef2d	Mef2d	2.67406E-02	0.0444207986791902	0.665453018438541	MEF2D	0.316944960328714	18	0.199830847972439	1397	0.117114112356275	2.21528386564085
Psmd4	Psmd4	2.71425E-02	0.0450637706310728	0.673253935169912	PSMD4	0.468568990019153	24	0.29383526322178	1893	0.174733726797372	2.20946171977751
Gramd4	Gramd4	2.71924E-02	0.0451167168471866	0.854193067387798	GRAMD4	0.0989802173509973	6	0.0547533464452211	454	0.0442268709057762	2.20874425296224
Rps16-ps2	Rps16-ps2	2.72043E-02	0.0451167168471866	0.578058162583136	NA	0.402250769882989	20	0.26945362947244	1835	0.132797140410549	2.20857434162024
Wdr12	Wdr12	2.72368E-02	0.0451459885047113	1.11751366841088	WDR12	0.0989802173509973	6	0.0456187381717694	362	0.0533614791792279	2.20810670045647
Tle3	Tle3	2.72611E-02	0.0451614700481293	1.03474072348798	TLE3	0.196231198851315	12	0.09578115320111	715	0.100450045650206	2.2077585983958
Bap1	Bap1	2.73741E-02	0.0453238449996308	0.880501338890213	BAP1	0.180172298291006	12	0.0978657444909098	748	0.0823065538000958	2.20614135284938
Zcchc7	Zcchc7	2.74334E-02	0.0453971237799011	0.731182130130912	ZCCHC7	0.368466881200889	18	0.221968171725953	1448	0.146498709474936	2.20529544400226
Zdhhc18	Zdhhc18	2.74796E-02	0.0454487821511059	0.928647788690411	ZDHHC18	0.214639662972566	12	0.112761056927843	823	0.101878606044723	2.2046365223541
Gm9843	Gm9843	2.75627E-02	0.0455612622265706	0.713823963065882	NA	0.308075376128554	17	0.18783415388425	1393	0.120241222244303	2.20345520427848
Dnmt3a	Dnmt3a	2.77130E-02	0.0457846907520736	0.97431519538935	DNMT3A	0.205388954580803	14	0.104539154999948	765	0.100849799580855	2.20132560580153
Riok1	Riok1	2.77499E-02	0.0458207138613194	0.874784035260593	RIOK1	0.190509355903038	11	0.103891513791233	760	0.0866178421118044	2.2008035644409
Mrps2	Mrps2	2.78557E-02	0.0459671857335684	1.15411974299435	MRPS2	0.11928812380533	8	0.0536009573686185	433	0.0656871664367112	2.19931243567451
Rpl7a	Rpl7a	2.78690E-02	0.0459671857335684	0.504031066735629	NA	0.865611345252012	36	0.610371813612117	3235	0.255239531639894	2.1991250618067
Zc3h12c	Zc3h12c	2.79458E-02	0.0460489494123128	1.03934020644636	ZC3H12C	0.0977987435865363	5	0.0475839726951755	371	0.0502147708913608	2.1980466093744
Srrt	Srrt	2.79490E-02	0.0460489494123128	0.734746222539313	SRRT	0.385493883715247	18	0.231652419037622	1552	0.153841464677625	2.19800080876079
Mt1	Mt1	2.81400E-02	0.0463383981781041	0.552788682275776	MT2A	1.05588406043553	23	0.719797376171569	3035	0.336086684263961	2.19532845107968
Slc7a6os	Slc7a6os	2.82276E-02	0.0464573201000872	1.14563148179542	SLC7A6OS	0.0811610613176982	5	0.0366841345375331	297	0.0444769267801652	2.19410834802136
Ikbkg	Ikbkg	2.84477E-02	0.0467940904611492	0.955972375344269	IKBKG	0.132293625340537	9	0.0681965740645412	555	0.0640970512759954	2.19105637427123
Leng8	Leng8	2.84740E-02	0.0468118740149776	0.634842426556643	LENG8	0.797099592812304	32	0.513341026096614	2652	0.283758566715689	2.19069322914404
Osbpl11	Osbpl11	2.88126E-02	0.0473427876462143	0.966866338546342	OSBPL11	0.150955522727834	11	0.0772312807027293	592	0.0737242420251051	2.1860412740409
Baz1b	Baz1b	2.89139E-02	0.047483533237255	0.558358721761661	BAZ1B	0.595845617196294	24	0.404623428433273	2267	0.191222188763021	2.18465789022027
Pip4k2b	Pip4k2b	2.94583E-02	0.0483256150845821	0.95465980475516	PIP4K2B	0.121487501060055	7	0.0626830849352604	490	0.0588044161247943	2.17729892216724
Retreg1	Retreg1	2.94587E-02	0.0483256150845821	0.726894916294008	RETREG1	0.396493293192071	18	0.239562409199174	1604	0.156930883992897	2.17729376710242
Cd164	Cd164	2.95163E-02	0.048393894426148	0.474633893644952	CD164	1.30270174055456	42	0.937488511751319	4123	0.36521322880324	2.17652165677363
Arhgef2	Arhgef2	2.97240E-02	0.0487080476091528	0.564914179836589	ARHGEF2	0.560012965888363	26	0.378566316338086	2197	0.181446649550277	2.17374906825456
Myadm	Myadm	2.98880E-02	0.0489501809921037	0.518985868807406	MYADM	1.77547470648841	47	1.23903671593687	4207	0.536437990551535	2.17157108336903
H2az1	H2az1	2.99041E-02	0.0489501809921037	0.549382631656868	H2AZ1	0.9303823250921	31	0.635741848105742	3224	0.294640476986359	2.17135814002506
Lcorl	Lcorl	3.02522E-02	0.0494931715411882	0.930187150891183	LCORL	0.164328981714338	10	0.0862382490344351	630	0.0780907326799034	2.16677270312848
Ube2d2a	Ube2d2a	3.06675E-02	0.0501455151876037	0.431612083507433	UBE2D2	0.90191381639818	35	0.668708519578865	3407	0.233205296819315	2.161360470073
Sec22c	Sec22c	3.07048E-02	0.0501674574358134	1.18088685895931	SEC22C	0.0738794744965613	5	0.0325867787249217	269	0.0412926957716396	2.16087690781676
Sf3b2	Sf3b2	3.07141E-02	0.0501674574358134	0.469124573096549	SF3B2	0.861428582410473	34	0.622298435954193	3206	0.23913014645628	2.16075728890683
Tmem160	Tmem160	3.07559E-02	0.0502086163564143	0.93180069857244	TMEM160	0.145450243524428	10	0.076245548401479	602	0.0692046951229493	2.16021680751675
Gatd1	Gatd1	3.10591E-02	0.0506761908794038	0.729008220978706	GATD1	0.282088853986815	17	0.170189430440695	1257	0.111899423546121	2.15631520917658
Armt1	Armt1	3.11857E-02	0.0508554518541718	1.0409957022164	ARMT1	0.086357352941934	6	0.0419689776412326	350	0.0443883753007014	2.15469460964031
Atp6v0c	Atp6v0c	3.13795E-02	0.0511437936578101	0.285966598248703	ATP6V0C	2.38776126346331	58	1.95842244821488	5748	0.42933881524843	2.1522271942075
Srxn1	Srxn1	3.14186E-02	0.0511800488497085	1.10063411997295	SRXN1	0.124667662257952	6	0.0581339632025055	457	0.0665336990554462	2.1517299689108
Nampt	Nampt	3.15241E-02	0.0512970202240056	0.642991947001346	NAMPT	0.396389622533856	18	0.253841375911111	1678	0.142548246622745	2.15039373614167
Ubtf	Ubtf	3.15244E-02	0.0512970202240056	0.645998543529301	UBTF	0.304376602975659	17	0.194511967587726	1358	0.109864635387933	2.15039035516443
Papola	Papola	3.21319E-02	0.0522575237596867	0.544229256921284	PAPOLA	0.943729662426452	35	0.647169847542266	3238	0.296559814884186	2.14276592291359
Zfp52	Zfp52	3.26740E-02	0.0531106427566342	1.51694279589582	NA	0.0790407692549612	6	0.0276188680407506	219	0.0514219012142106	2.13606619659683
Tspan14	Tspan14	3.28370E-02	0.0533469036438576	0.681779508791445	TSPAN14	0.433484082645745	21	0.27023218476439	1726	0.163251897881355	2.1340705866946
Tmem131	Tmem131	3.29723E-02	0.0535379458475874	0.698735585646472	TMEM131	0.323548481630681	17	0.199342084701107	1402	0.124206396929575	2.13242048009889
Zdhhc7	Zdhhc7	3.30690E-02	0.0536661084239485	1.18414117081494	ZDHHC7	0.104262151655644	8	0.0458843592811897	365	0.058377792374454	2.13124495412457
Sidt2	Sidt2	3.34142E-02	0.0541973610156077	0.849217602401819	SIDT2	0.258827157593229	17	0.143671250497111	1065	0.115155907096118	2.12707032154935
Srgap2	Srgap2	3.34403E-02	0.0542105845542049	0.855481304255003	SRGAP2B	0.199623308026589	13	0.110327992222099	783	0.0892953158044903	2.12675657262105
Cpsf6	Cpsf6	3.40256E-02	0.0551191053178941	0.743803192596028	CPSF6	0.310917103105131	16	0.185668205858777	1316	0.125248897246354	2.11976760668334
Ubald1	Ubald1	3.40372E-02	0.0551191053178941	0.671308935724679	UBALD1	0.35274869845568	18	0.221503857556024	1529	0.131244840899656	2.11963087793706
Brd9	Brd9	3.40961E-02	0.055185019873038	0.842516432373801	BRD9	0.212257602677731	13	0.118369697252105	838	0.0938879054256255	2.11893296047754
Cd38	Cd38	3.43131E-02	0.0555064868715657	1.0531120992291	CD38	0.145450243524428	8	0.0700964658425178	400	0.0753537776819105	2.11637294787903
Otud1	Otud1	3.43815E-02	0.0555873992931173	0.931705392922465	OTUD1	0.178903537865695	9	0.0937880828809256	699	0.0851154549847692	2.1155688255975
Pibf1	Pibf1	3.44238E-02	0.0556261347150172	1.09912393092618	PIBF1	0.096824979694626	8	0.0451978880812864	350	0.0516270916133396	2.11507163068878
Dmac1	Dmac1	3.45937E-02	0.0558707462081677	1.05558514174052	DMAC1	0.126877610190826	8	0.0610410786292072	502	0.0658365315616192	2.11308271928339
Creb1	Creb1	3.46990E-02	0.0559921263348683	0.703333885676181	CREB1	0.372915777587045	19	0.229026724345793	1509	0.143889053241252	2.11185397414667
Rap1a	Rap1a	3.47059E-02	0.0559921263348683	0.547492964355691	RAP1A	0.815515696737495	32	0.557982424876563	2867	0.257533271860932	2.11177370810052
Gm6394	Gm6394	3.48115E-02	0.0561325939113536	1.1828890182119	NA	0.0790407692549612	6	0.0348149745706311	301	0.0442257946843301	2.11054445410436
Ttpal	Ttpal	3.49602E-02	0.0563424368670841	1.42971181510008	TTPAL	0.0717734625362932	5	0.0266426706834022	215	0.0451307918528909	2.10881852156254
Scamp3	Scamp3	3.49940E-02	0.0563667214437984	0.75605520360767	SCAMP3	0.363669231637245	20	0.215333333845525	1516	0.14833589779172	2.10842838450588
Sf3b3	Sf3b3	3.50833E-02	0.0564805948916512	0.749898501440365	SF3B3	0.269257073679758	13	0.160112477959834	1163	0.109144595719923	2.10739542003593
Npm3	Npm3	3.52498E-02	0.0567183792911129	0.80023519615862	NPM3	0.275956334558051	17	0.158469457101888	1178	0.117486877456163	2.10547743399768
Prdx5	Prdx5	3.53050E-02	0.0567770788142117	0.576463543514821	PRDX5	0.84456435541824	27	0.566369594443326	2976	0.278194760974914	2.10484250418536
Ap3m2	Ap3m2	3.57418E-02	0.0574240176781747	1.36678361607694	AP3M2	0.0666469289409034	5	0.0258426637070076	205	0.0408042652338958	2.09985242674656
Fkbp3	Fkbp3	3.57453E-02	0.0574240176781747	0.711024947548486	FKBP3	0.341280607720371	17	0.208483540927966	1482	0.132797066792405	2.09981333707038
Ppp1r21	Ppp1r21	3.58045E-02	0.0574886192566585	0.832792111987319	PPP1R21	0.221790984509941	13	0.124522686817665	949	0.0972682976922768	2.09914089698719
Rnf38	Rnf38	3.61654E-02	0.0580163429490606	0.752302916860944	RNF38	0.295591666279501	16	0.175479521654496	1228	0.120112144625005	2.0950628271686
Stxbp2	Stxbp2	3.61747E-02	0.0580163429490606	0.724586134078156	STXBP2	0.301818557318023	16	0.182651724970631	1347	0.119166832347392	2.09495868202904
Cflar	Cflar	3.61907E-02	0.0580163429490606	0.523459263598137	CFLAR	0.472733357534689	22	0.328881397119953	2021	0.143851960414736	2.0947784615168
Pea15a	Pea15a	3.62832E-02	0.0581339106074181	0.656324596855889	PEA15	0.494413564336575	19	0.313701782662893	1729	0.180711781673682	2.09373888101088
Nde1	Nde1	3.63052E-02	0.0581382207950835	0.905837202746492	NDE1	0.153217125745011	10	0.0817754874909842	619	0.0714416382540265	2.09349312974843
Ofd1	Ofd1	3.66232E-02	0.0586164783039156	0.862160867759896	OFD1	0.168667252254397	10	0.0927885712709771	702	0.0758786809834197	2.08994001910741
Gigyf1	Gigyf1	3.67233E-02	0.0587455623804231	0.758729741851233	GIGYF1	0.304376602975659	17	0.179891587703021	1237	0.124485015272638	2.08882744426626
Iqsec1	Iqsec1	3.68480E-02	0.0589140101393267	0.8320018097701	IQSEC1	0.202709316389319	11	0.113871805808404	836	0.0888375105809144	2.0874438085171
Gskip	Gskip	3.69830E-02	0.0590986241370204	0.835712805968308	GSKIP	0.145450243524428	10	0.0814966637648072	650	0.0639535797596211	2.08595124307976
Zfand3	Zfand3	3.72431E-02	0.0594828363544813	0.712558158503793	ZFAND3	0.204093084643089	12	0.124545175871155	936	0.0795479087719334	2.08308871456428
Stambpl1	Stambpl1	3.73452E-02	0.0596143010109849	1.29612469554518	STAMBPL1	0.103074999475222	6	0.0419740552443369	332	0.0611009442308852	2.08197057890976
Smim14	Smim14	3.73856E-02	0.059647463150378	0.418716436480304	SMIM14	0.968060412199923	31	0.724196219609586	3601	0.243864192590338	2.08152750045548
Dnmt1	Dnmt1	3.77632E-02	0.0602180284863835	1.01241008263584	DNMT1	0.156487261482215	11	0.0775734644726572	580	0.0789137970095579	2.0774160775859
Dek	Dek	3.80241E-02	0.0605871584934408	0.445382180694364	DEK	1.02469205473228	37	0.752523337330239	3552	0.272168717402036	2.07459475834335
Scyl2	Scyl2	3.80347E-02	0.0605871584934408	0.692935296142812	NA	0.196231198851315	12	0.121387438734453	939	0.0748437601168624	2.07448041984033
Cers6	Cers6	3.81039E-02	0.0606654479421743	1.22114600604915	CERS6	0.124667662257952	8	0.0534751779986471	366	0.0711924842593047	2.07373511923893
Tdp2	Tdp2	3.83638E-02	0.0610470417028255	1.11364248891004	TDP2	0.129091900624184	7	0.0596566966118178	468	0.0694352040123659	2.07094670019748
Pds5a	Pds5a	3.85015E-02	0.0612138843191436	0.601690702666712	PDS5A	0.327301619780539	18	0.215685626855183	1463	0.111615992925356	2.06947513815459
Zfp646	Zfp646	3.85091E-02	0.0612138843191436	1.13882974666064	ZNF646	0.0977987435865363	5	0.0444131280332559	363	0.0533856155532804	2.06939433018062
Cacul1	Cacul1	3.88062E-02	0.061653757993614	0.699159668044898	CACUL1	0.341280607720371	20	0.210205260178104	1481	0.131075347542267	2.06623601155366
Man1a	Man1a	3.88439E-02	0.0616812553047719	0.489120828249334	MAN1A1	0.634136935350194	23	0.451796652347998	2489	0.182340283002197	2.06583673720629
Trmt2a	Trmt2a	3.90605E-02	0.0619926732042299	0.886203878590863	TRMT2A	0.137735671019061	9	0.0745199370606025	569	0.0632157339584583	2.06354889336915
Eif4g3	Eif4g3	3.92840E-02	0.0623146788243903	0.586153495485406	EIF4G3	0.696110220492911	26	0.46369052967573	2393	0.232419690817181	2.06119964363322
Trim24	Trim24	3.95006E-02	0.0626254662957639	0.845116525281066	TRIM24	0.228753096024822	13	0.127339035691795	887	0.101414060333028	2.05893334011695
Usp38	Usp38	3.96707E-02	0.0628621858358294	1.04497029693976	USP38	0.157513993693401	9	0.0763399267713547	605	0.0811740669220463	2.05716127728134
Tpcn1	Tpcn1	3.97710E-02	0.0629784351577456	0.739765978362908	TPCN1	0.149718172198048	9	0.0896567036141457	648	0.060061468583902	2.0561193698501
Ttc7	Ttc7	3.97857E-02	0.0629784351577456	0.588336581392299	TTC7A	0.310030493420525	15	0.20620417442084	1470	0.103826318999685	2.05596680905144
Lmna	Lmna	3.98323E-02	0.063019227434634	0.662743940467441	LMNA	0.372257875245475	12	0.235146267018254	1483	0.137111608227221	2.05548359797293
Zswim6	Zswim6	4.00970E-02	0.0634047634257411	1.00525573611224	ZSWIM6	0.232492577671406	14	0.115823574202244	796	0.116669003469162	2.05274863211972
Med1	Med1	4.02921E-02	0.0636799753059449	0.651296930071432	MED1	0.351473875037739	17	0.223786115343258	1504	0.127687759694481	2.05074221964551
Gps2	Gps2	4.03151E-02	0.0636830894415285	0.56136443027034	GPS2	0.319259558629754	19	0.216349739639581	1481	0.102909818990173	2.05050599106873
Vpreb3	Vpreb3	4.03703E-02	0.0637183383150424	0.86877909694142	VPREB3	0.258236258572299	9	0.141412777730082	958	0.116823480842217	2.04994007893781
Chst15	Chst15	4.03795E-02	0.0637183383150424	1.097536412959	CHST15	0.213562259438999	14	0.0998005938051181	548	0.113761665633881	2.04984537468789
Gm10275	Gm10275	4.04347E-02	0.0637720926845175	1.09825330489225	NA	0.0811610613176982	5	0.0379088430186327	322	0.0432522182990656	2.0492807589973
Mtdh	Mtdh	4.05729E-02	0.0639263771190371	0.446507355545059	MTDH	1.10247173425052	39	0.809012731713823	3724	0.293459002536695	2.04786837099414
Nipbl	Nipbl	4.05748E-02	0.0639263771190371	0.538448532884502	NIPBL	0.825003952818436	29	0.568024240741756	2792	0.25697971207668	2.04784939803713
Rcc2	Rcc2	4.06362E-02	0.0639898430911467	0.954310173156856	RCC2	0.190509355903038	11	0.0983196494457344	761	0.0921897064573034	2.0472229957464
Rpl5	Rpl5	4.08812E-02	0.0643422218744275	0.337310262571942	RPL5	1.29003820119462	47	1.02108539450372	4502	0.268952806690902	2.04473247813453
Rps15a-ps4	Rps15a-ps4	4.11497E-02	0.0647310880292687	0.679406691321715	NA	0.238416200975487	14	0.148872324706863	1154	0.0895438762686238	2.04201832979551
Ccdc12	Ccdc12	4.14219E-02	0.0651253961103201	0.715395593447153	CCDC12	0.274320734961837	14	0.167071781395368	1209	0.107248953566469	2.03928186183872
Fus	Fus	4.15416E-02	0.0652796425385413	0.355751716497219	FUS	1.60184791891019	48	1.25178384856174	4791	0.350064070348451	2.0380834227615
Nme1	Nme1	4.15901E-02	0.0653218876837591	0.526877372884871	NME1	0.32587468595904	16	0.226175069467417	1595	0.0996996164916223	2.0375988415995
Nufip2	Nufip2	4.16939E-02	0.065451056199782	0.615923799731164	NUFIP2	0.501279454911806	24	0.327090828258609	2000	0.174188626653197	2.03656208494949
Mfsd11	Mfsd11	4.18756E-02	0.0657021930340129	0.778839994100645	MFSD11	0.166616863292759	11	0.097110178899171	758	0.0695066843935884	2.03475386123474
Gtpbp2	Gtpbp2	4.21686E-02	0.0661275488367171	0.536090890463591	GTPBP2	0.282088853986815	17	0.194538914407356	1351	0.0875499395794596	2.03185231858492
Krcc1	Krcc1	4.23410E-02	0.0663634892670924	0.594658142650491	KRCC1	0.570265702803498	25	0.377630718344618	2255	0.19263498445888	2.03015286731335
Abi1	Abi1	4.24186E-02	0.0664506956265963	0.49029892736913	ABI1	0.427867112696427	24	0.304589005179826	1929	0.123278107516601	2.02938973968911
Fam172a	Fam172a	4.25297E-02	0.0665901757358028	1.06937779595768	FAM172A	0.121487501060055	7	0.0578917670174949	453	0.0635957340425597	2.02829980032046
Abhd6	Abhd6	4.27679E-02	0.0669285355108067	1.03797694372773	ABHD6	0.0915786190566598	6	0.0445996956936815	359	0.0469789233629783	2.02596972374877
Aldh16a1	Aldh16a1	4.30550E-02	0.0673430684479319	1.3072773594903	ALDH16A1	0.0666469289409034	5	0.0269308737686153	227	0.0397160551722882	2.02317566703447
Stat2	Stat2	4.31639E-02	0.0674785221746535	0.715616757596463	NA	0.264545398427556	13	0.161093531508189	1045	0.103451866919367	2.02212008785393
